epoch,learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
1,0.1,4.0612953125,6.88,3.845616114139557,9.3
2,0.1,3.632670246429443,13.012,3.4990803360939027,16.55
3,0.1,3.313226898880005,18.744,3.855245635509491,15.24
4,0.1,3.0422084270477296,23.78,3.0810512781143187,25.2
5,0.1,2.8090391892242432,27.908,2.95761260509491,27.36
6,0.1,2.620737695846558,31.744,2.5905619072914123,33.49
7,0.1,2.4915309979248046,34.268,2.600759861469269,33.57
8,0.1,2.3784668698120117,36.902,2.7068444013595583,33.11
9,0.1,2.3062149740600586,38.672,2.3355522632598875,39.23
10,0.1,2.2468731495666505,40.09,2.794990940093994,31.47
11,0.1,2.1979352452850343,40.91,2.2797842168807985,40.59
12,0.1,2.1595156394958495,42.072,2.5100829577445984,37.52
13,0.1,2.1294915142059327,42.898,2.3705403709411623,38.58
14,0.1,2.094871575546265,43.342,2.098601839542389,44.24
15,0.1,2.065006155014038,44.016,2.384855567216873,39.28
16,0.1,2.038976947669983,44.644,2.5602060675621034,37.89
17,0.1,2.025686632385254,45.016,2.2350011336803437,41.32
18,0.1,2.0211956524276733,45.134,2.3837612426280974,39.64
19,0.1,2.004753773803711,45.764,2.252399405241013,42.91
20,0.1,1.988370668258667,45.812,2.3005127823352813,41.44
21,0.1,1.9794416534423829,46.104,2.142536098957062,43.86
22,0.1,1.973827452545166,46.196,2.439268492460251,38.8
23,0.1,1.956181785926819,46.608,1.949721747636795,47.48
24,0.1,1.9506615948104857,46.822,2.160796842575073,42.82
25,0.1,1.9473217105484009,47.078,2.520229061841965,38.37
26,0.1,1.936588221359253,47.328,2.300112336874008,42.31
27,0.1,1.9253136743927002,47.294,2.096506712436676,43.88
28,0.1,1.9263275294494628,47.3,1.9913903629779817,46.88
29,0.1,1.9065761753845214,48.0,2.3201232671737673,41.76
30,0.1,1.9103466180801392,47.968,2.3405176615715027,41.88
31,0.1,1.9098357209777832,47.816,2.2916913163661956,43.05
32,0.1,1.9012646393203736,48.23,2.3136796724796294,40.4
33,0.1,1.8973578075408934,48.15,2.073925098180771,45.68
34,0.1,1.8854642421722412,48.25,2.265298615694046,42.68
35,0.1,1.8893979138183594,48.328,2.030438096523285,46.41
36,0.1,1.8834357594299316,48.568,2.0687293195724488,44.8
37,0.1,1.8843596744537354,48.326,1.9966430819034577,45.69
38,0.1,1.880449426651001,48.352,2.1399597835540773,44.36
39,0.1,1.8775781288909912,48.582,2.06087886929512,44.14
40,0.1,1.8639664233398439,49.036,1.8802535426616669,49.41
41,0.1,1.8748904689025878,48.538,2.1221403551101683,44.78
42,0.1,1.8752184503936769,48.678,2.2893131279945376,43.27
43,0.1,1.8682264850234986,48.836,2.110403985977173,45.83
44,0.1,1.860233794708252,48.978,2.30630074262619,41.07
45,0.1,1.8570963219833374,48.866,2.0506619012355802,46.0
46,0.1,1.8549493756103517,49.224,2.0853576493263244,45.3
47,0.1,1.8596774295043945,49.018,1.9273443591594697,48.2
48,0.1,1.8531943993377686,49.112,1.9772363197803497,47.46
49,0.1,1.8507863006591796,49.534,1.9886145997047424,46.59
50,0.1,1.849401675491333,49.292,2.131814957857132,44.56
51,0.1,1.8557139360809327,49.334,2.072147331237793,45.87
52,0.1,1.8372214514923095,49.694,2.1070015835762024,45.17
53,0.1,1.8433894878387451,49.706,2.4780496764183044,40.32
54,0.1,1.8385286178207398,49.538,2.2341078221797943,43.0
55,0.1,1.8315749103546142,49.798,1.8222523486614228,49.83
56,0.1,1.8401946901702881,49.598,2.3048935091495513,40.63
57,0.1,1.844192825012207,49.582,2.1167816042900087,46.23
58,0.1,1.8313072072601317,49.804,2.0999276387691497,45.63
59,0.1,1.837675458946228,49.59,2.0649091827869417,47.18
60,0.1,1.8262788132476806,49.71,2.1515821409225464,44.67
61,0.1,1.829417209777832,49.896,2.6600786352157595,37.11
62,0.1,1.8294184078598021,50.092,2.1683957695961,43.21
63,0.1,1.839144912109375,49.67,1.967308213710785,47.94
64,0.1,1.831521893386841,49.676,1.9832650578022004,47.86
65,0.1,1.8207882916259766,49.946,1.9837494850158692,47.05
66,0.1,1.822727389755249,50.052,1.9210029280185699,48.11
67,0.1,1.829916234664917,49.606,2.2573532783985137,42.27
68,0.1,1.8195149291610717,49.956,1.9337335014343262,47.26
69,0.1,1.8217648804092408,49.988,2.0794514775276185,45.28
70,0.1,1.8163280359268188,50.136,2.1812870383262633,45.23
71,0.1,1.8251329669189453,49.846,2.375234091281891,40.59
72,0.1,1.82132145236969,50.182,2.526649367809296,39.46
73,0.1,1.8224833221435548,49.982,2.0639137518405914,47.1
74,0.1,1.8158408437347413,50.044,1.9911637592315674,47.26
75,0.1,1.821988212852478,50.048,2.0070203828811644,46.17
76,0.1,1.8082653386688232,50.216,2.0429693257808683,46.05
77,0.1,1.8113415508270263,50.552,1.9023332381248474,48.99
78,0.1,1.8134531009674073,50.416,2.3153557062149046,41.67
79,0.1,1.819979631500244,50.026,1.859728912115097,49.09
80,0.1,1.8071955033111573,50.282,2.1167873871326446,45.18
81,0.1,1.8077663959503174,50.336,2.9117204356193542,35.27
82,0.1,1.797661947555542,50.646,1.8762524294853211,49.59
83,0.1,1.8084606409072876,50.396,2.0822204864025116,45.38
84,0.1,1.8060638452911377,50.256,1.8293673050403596,49.92
85,0.1,1.802448744468689,50.542,1.8858344101905822,49.14
86,0.1,1.8121486265563964,50.24,2.25063561797142,42.67
87,0.1,1.7950146960449218,50.72,1.9517866551876069,48.47
88,0.1,1.8097489157104492,50.062,2.048242112398148,46.59
89,0.1,1.8066400448989868,50.418,2.163263016939163,44.7
90,0.1,1.800055087738037,50.624,2.154090586900711,45.15
91,0.1,1.8023244863510133,50.638,1.980418119430542,47.91
92,0.1,1.8021844417953492,50.306,2.2749276185035705,43.32
93,0.1,1.7985826207733153,50.66,2.383892102241516,41.57
94,0.1,1.7998283531951904,50.494,2.044182652235031,46.72
95,0.1,1.8036114196014403,50.35,1.806176735162735,50.59
96,0.1,1.7948210948181151,50.638,2.040958606004715,46.26
97,0.1,1.7947972410583497,50.732,2.0691473615169524,46.3
98,0.1,1.7953584161758422,50.634,1.8832271492481232,49.37
99,0.1,1.8052746446990966,50.572,2.295405832529068,41.36
100,0.1,1.7906989852905273,51.006,2.148193130493164,46.39
101,0.1,1.8000927526474,50.802,2.395012950897217,41.86
102,0.1,1.801099966506958,50.44,2.1609276759624483,44.08
103,0.1,1.7816328522491456,50.842,2.186331638097763,44.25
104,0.1,1.7971240552520753,50.658,1.8279473292827606,51.14
105,0.1,1.7914474465179444,50.762,2.109271093606949,44.98
106,0.1,1.7972131816864014,50.59,1.933559116125107,48.12
107,0.1,1.7876742137145996,50.798,2.0798642098903657,45.71
108,0.1,1.7836221891021729,51.036,2.2570136749744414,43.44
109,0.1,1.7897163248443604,50.962,2.1732494950294496,43.54
110,0.1,1.7928240811920166,50.798,2.084733109474182,46.76
111,0.1,1.7906371158599854,50.95,2.5981980502605437,38.84
112,0.1,1.78475614112854,50.948,2.035577608346939,46.57
113,0.1,1.7877233544921876,50.774,1.9415369856357574,48.66
114,0.1,1.7908951337432861,50.798,1.8426786482334137,49.83
115,0.1,1.7793187378692628,51.074,2.253902451992035,42.61
116,0.1,1.7802753874969481,50.956,1.9740456712245942,48.06
117,0.1,1.7848542474365234,50.79,2.1888859033584596,43.97
118,0.1,1.7776443670272828,51.262,2.3956383264064787,40.53
119,0.1,1.7847483557891846,50.878,2.094236319065094,45.02
120,0.1,1.7750115677642821,51.21,1.9475328958034515,48.63
121,0.1,1.7822440216445923,50.926,2.2384687077999117,44.28
122,0.1,1.7882236182403564,50.752,1.8955083096027374,49.05
